id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
23361,23416.0,31964.0,1605.0,,7Eps Aur,Almaaz,5.032815,43.823308,653.5948,0.18,-2.31,-3.0,3.03,-6.047,F0Ia,0.537,118.129799,456.518488,452.57303,1.6e-07,2.91e-06,-7.41e-06,1.3175878916358157,0.7648610190070351,8.726646e-10,-1.1199196e-08,Eps,7.0,Aur,1,23361,,22845.46488551825,Eps,3.085,2.935
23398,23453.0,32068.0,1612.0,,8Zet Aur,Saclateni,5.041301,41.075837,240.9639,8.88,-21.43,13.0,3.69,-3.22,K4II comp,1.154,45.114162,175.957014,158.327189,-3.47e-06,2.822e-05,-1.013e-05,1.3198096307002298,0.7169086049137537,4.30514548e-08,-1.03895571e-07,Zet,8.0,Aur,1,23398,,1690.440931643265,Zet,3.716,3.676
23712,23767.0,32630.0,1641.0,,10Eta Aur,Haedus,5.10858,41.234474,74.6269,30.6,-68.41,7.0,3.18,-1.184,B3V,-0.148,12.978524,54.599524,49.18977,-5.75e-06,2.367e-05,-1.389e-05,1.3374230330886296,0.7196773429659176,1.483529863e-07,-3.31661038e-07,Eta,10.0,Aur,1,23712,,259.1791134615946,,,
23820,23875.0,33111.0,1666.0,GJ 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,-83.39,-75.44,-9.2,2.78,0.591,A3IIIvar,0.161,6.156194,26.585876,-2.429001,8.48e-06,-1.249e-05,-9.15e-06,1.3432479534963782,-0.0887752322551,-4.042861282e-07,-3.6574344e-07,Bet,67.0,Eri,1,23820,,50.53589947531675,,,
24129,24186.0,33793.0,,Gl 191,,Kapteyn's Star,5.194169,-45.018417,3.9114,6506.05,-5731.39,245.5,8.86,10.898,M0V,1.543,0.578997,2.705174,-2.76822,-9.951e-05,0.0001243,-0.00025439,1.359830239429058,-0.7857196034245437,3.15422204638e-05,-2.7786562805e-05,,,Pic,1,24129,,0.0038089037649813,VZ,9.148,8.828
24378,24436.0,34085.0,1713.0,,19Bet Ori,Rigel,5.242298,-8.20164,264.5503,1.87,-0.56,21.0,0.18,-6.933,B8Ia,-0.03,51.601106,256.709905,-37.740051,1.82e-06,2.121e-05,-3.77e-06,1.3724303693276385,-0.143145630755865,9.0660158e-09,-2.714956e-09,Bet,19.0,Ori,1,24378,,51665.42425669497,,,
24549,24608.0,34029.0,1708.0,Gl 194A,13Alp Aur,Capella,5.27815,45.997991,13.1234,75.52,-427.13,22.2,0.08,-0.51,M1: comp,0.795,1.712633,8.954439,9.440007,1.92e-06,3.559e-05,-2.54e-06,1.381816412648801,0.8028163926341112,3.661312916e-07,-2.070784673e-06,Alp,13.0,Aur,1,24549,Gl 194,139.3156802945302,,,
25273,25336.0,35468.0,1790.0,,24Gam Ori,Bellatrix,5.418851,6.349702,77.3994,-8.75,-13.28,18.0,1.64,-2.804,B2III,-0.224,11.658576,76.036136,8.56012,6.1e-06,1.813e-05,-2.92e-06,1.418651833814526,0.11082320964651,-4.2421197e-08,-6.4383256e-08,Gam,24.0,Ori,1,25273,,1152.3913771994878,,,
25364,25428.0,35497.0,1791.0,,112Bet Tau,Elnath,5.438198,28.60745,41.0509,23.28,-174.22,9.0,1.65,-1.417,B7III,-0.13,5.281578,35.6504,19.655456,-9.7e-07,2.509e-05,-2.603e-05,1.4237168085654672,0.4992941923790525,1.128646248e-07,-8.44642394e-07,Bet,112.0,Tau,1,25364,,321.21809339879854,,,
25542,25606.0,36079.0,1829.0,,9Bet Lep,Nihal,5.470756,-20.759441,49.1642,-5.03,-85.92,-14.0,2.81,-0.648,G5II,0.807,6.349344,45.531613,-17.425966,-1.66e-06,-2.061e-05,-1.407e-05,1.4322406986213787,-0.3623205948292475,-2.43861281e-08,-4.16551914e-07,Bet,9.0,Lep,1,25542,,158.1976398601154,,,
25865,25930.0,36486.0,1852.0,,34Del Ori,Mintaka,5.533445,-0.299092,212.3142,1.67,0.56,16.0,2.25,-4.385,O9.5II,-0.175,25.868117,210.729667,-1.108306,2.9e-07,1.645e-05,4.9e-07,1.4486524168433992,-0.005220140244135,8.0963885e-09,2.714956e-09,Del,34.0,Ori,1,25865,,4943.106869868354,Del,2.334,2.234
25920,25985.0,36673.0,1865.0,,11Alp Lep,Arneb,5.545504,-17.822289,680.2721,3.27,1.54,24.0,2.58,-6.583,F0Ib,0.211,76.877195,643.047236,-208.208,-7.75e-06,2.603e-05,-2.68e-06,1.4518096517173142,-0.3110576146713625,1.58534074e-08,7.46613e-09,Alp,11.0,Lep,1,25920,,37428.29122408052,,,
26142,26207.0,36861.0,1879.0,,39Lam Ori,Meissa,5.585633,9.934158,336.7003,-1.03,-1.86,34.0,3.39,-4.246,O...,-0.16,35.907504,329.702779,58.086365,5.44e-06,3.439e-05,3.01e-06,1.462315173306167,0.1733837720965775,-4.9935809e-09,-9.017534e-09,Lam,39.0,Ori,1,26142,,4349.106072324538,,,
26176,26241.0,37043.0,1899.0,,44Iot Ori,Hatysa,5.590551,-5.909901,714.2857,2.27,-0.62,22.0,2.75,-6.519,O9III,-0.21,76.014147,706.411475,-73.54604,-5.44e-06,2.287e-05,-4.45e-06,1.4636027422961173,-0.103147236301135,1.10052705e-08,-3.005844e-09,Iot,44.0,Ori,1,26176,,35285.8025828527,,,
26246,26311.0,37128.0,1903.0,,46Eps Ori,Alnilam,5.603559,-1.20192,606.0606,1.49,-1.06,26.0,1.69,-7.223,B0Ia,-0.184,62.775122,602.66691,-12.712683,-1.61e-06,2.683e-05,-3.67e-06,1.4670083872075836,-0.0209774579664687,7.2237238e-09,-5.139025e-09,Eps,46.0,Ori,1,26246,,67483.87308707573,Eps,1.717,1.667
26386,26451.0,37202.0,1910.0,,123Zet Tau,Tianguan,5.627413,21.142549,136.4256,2.39,-18.04,20.0,2.97,-2.704,B4IIIp,-0.148,12.391949,126.637551,49.207351,7e-07,2.342e-05,-3.75e-06,1.4732531913866609,0.3690070937216137,1.1587047e-08,-8.7460387e-08,Zet,123.0,Tau,1,26386,,1050.9934271862176,Zet,3.032,2.902
26569,26634.0,37795.0,1956.0,,Alp Col,Phact,5.660817,-34.074108,80.1282,-0.1,-24.05,35.0,2.65,-1.869,B7IV,-0.12,5.885917,66.110037,-44.89318,2.2e-06,2.432e-05,-2.779e-05,1.4819983267578802,-0.5947053712297875,-4.848137e-10,-1.1659769e-07,Alp,,Col,1,26569,,487.0796664925367,,,
26662,26727.0,37742.0,1948.0,,50Zet Ori,Alnitak,5.679313,-1.942572,225.7336,3.99,2.54,18.0,1.74,-5.028,O9.5Ib SB,-0.199,18.918488,224.809409,-7.651875,-2.8e-06,1.879e-05,2.15e-06,1.4868406872605762,-0.0339042812501637,1.93440659e-08,1.2314267e-08,Zet,50.0,Ori,1,26662,,8937.169608501978,,,
27298,27366.0,38771.0,2004.0,,53Kap Ori,Saiph,5.795941,-9.669605,198.4127,1.55,-1.2,21.0,2.07,-4.418,B0.5Iavar,-0.168,10.444137,195.314937,-33.326707,-3.7e-07,2.103e-05,-4.75e-06,1.5173738927528553,-0.168766439905435,7.514612e-09,-5.817764e-09,Kap,53.0,Ori,1,27298,,5095.654806081146,,,
27559,27628.0,39425.0,2040.0,,Bet Col,Wazn,5.849329,-35.768309,26.7308,55.74,404.68,89.0,3.12,0.985,K1.5III,1.146,0.855327,21.672805,-15.624858,-3.1e-06,0.00010471,-1.066e-05,1.5313508145575236,-0.6242747529899825,2.702351455e-07,1.961944002e-06,Bet,,Col,1,27559,,35.15604405282981,,,
27919,27989.0,39801.0,2061.0,,58Alp Ori,Betelgeuse,5.919529,7.407063,152.6718,27.33,10.86,21.0,0.45,-5.469,M2Ib,1.5,3.189296,151.364387,19.682142,-1.98e-05,2.068e-05,1.074e-05,1.549729118371315,0.1292776316941937,1.324995789e-07,5.2650765e-08,Alp,58.0,Ori,1,27919,,13415.28798266127,Alp,0.571,0.281
28288,28360.0,40183.0,2088.0,GJ 3375,34Bet Aur,Menkalinan,5.992149,44.947433,24.8694,-56.41,-0.88,-19.4,1.9,-0.078,A2V,0.077,0.036195,17.601288,17.569058,6.77e-06,-1.398e-05,-1.409e-05,1.5687409450202745,0.78448069066935,-2.734833972e-07,-4.26636e-09,Bet,34.0,Aur,1,28288,,93.58365435835302,Bet,1.967,1.897
28309,28380.0,40312.0,2095.0,,37The Aur,Mahasim,5.995351,37.212585,50.7614,42.09,-73.61,30.0,2.65,-0.878,A0p Si,-0.083,0.049188,40.426416,30.69934,-1.031e-05,3.54e-05,4.13e-06,1.5695791535081838,0.6494821333756875,2.040580781e-07,-3.5687135e-07,The,37.0,Aur,1,28309,,195.52396696208865,The,2.66,2.63
28962,29034.0,42167.0,2177.0,,The Col,Elkurud,6.125453,-37.25292,221.2389,0.9,0.3,45.0,5.0,-1.724,B8:IV,-0.095,-5.782732,176.005131,-133.923795,-2.17e-06,3.678e-05,-2.76e-05,1.6036399751790773,-0.6501861162736412,4.3633231e-09,1.454441e-09,The,,Col,1,28962,,426.1868054241604,,,
29582,29655.0,42995.0,2216.0,,7Eta Gem,Propus,6.247961,22.506799,117.9245,-62.53,-10.24,19.0,3.31,-2.048,M3III,1.6,-7.067151,108.713368,45.140745,3.436e-05,2.247e-05,2.03e-06,1.6357124064025486,0.39281774360695,-3.031539945e-07,-4.964492e-08,Eta,7.0,Gem,1,29582,,574.3809134963176,Eta,3.446,3.216
30016,30089.0,44179.0,,,,Red Rectangle,6.332838,-10.637414,440.5286,-10.98,-21.1,0.0,8.85,0.63,B8,0.344,-37.678828,431.31548,-81.318571,2.408e-05,-6.25e-06,-4.429e-05,1.6579330572152564,-0.1856579010872525,-5.32325421e-08,-1.02295686e-07,,,Mon,1,30016,,48.75284901033863,V777,8.897,8.767
30049,30122.0,44402.0,2282.0,,1Zet CMa,Furud,6.338553,-30.063367,111.1111,8.0,3.81,32.0,3.02,-2.209,B2.5V,-0.16,-8.512138,95.786306,-55.662081,-6.89e-06,2.886e-05,-1.462e-05,1.6594293653695764,-0.5247047423752412,3.87850944e-08,1.8471401e-08,Zet,1.0,CMa,1,30049,,666.1929002234552,,,
30251,30324.0,44743.0,2294.0,,2Bet CMa,Mirzam,6.378329,-17.955918,151.0574,-3.45,-0.47,34.0,1.98,-3.916,B1II/III,-0.24,-14.209731,142.995999,-46.568852,-7.5e-07,3.306e-05,-1.105e-05,1.6698426956468702,-0.31338988393796,-1.6726072e-08,-2.278624e-09,Bet,2.0,CMa,1,30251,,3209.223768048436,Bet,1.999,1.969
30270,30343.0,44478.0,2286.0,,13Mu  Gem,Tejat,6.382673,22.513586,71.0227,56.84,-108.79,55.0,2.87,-1.387,M3IIIvar,1.621,-6.562116,65.281443,27.194957,-2.61e-05,6.402e-05,-1.306e-05,1.6709799892208403,0.3929361989979738,2.75568096e-07,-5.27428803e-07,Mu,13.0,Gem,1,30270,,312.4640085806112,Mu,2.946,2.826
30365,30438.0,45348.0,2326.0,,Alp Car,Canopus,6.399195,-52.69566,94.7867,19.99,23.67,21.0,-0.62,-5.504,F0Ib,0.164,-5.992679,57.132034,-75.396105,-1.14e-05,2.059e-05,-1.049e-05,1.6753053519997292,-0.9197127748902676,9.69142547e-08,1.14755398e-07,Alp,,Car,1,30365,,13854.791675667217,,-0.547,-0.667
30847,30920.0,,,Gl 234A,,Ross 614,6.489833,-2.813979,4.1268,694.73,-618.62,16.7,11.12,13.042,M4.5Ve,1.69,-0.527146,4.088126,-0.202607,-1.589e-05,1.454e-05,-1.32e-05,1.6990344172782257,-0.0491131976009125,3.3681460829e-06,-2.99915439e-06,,,Mon,1,30847,Gl 234,0.0005286886658509,V577,11.176,11.066
31601,31681.0,47105.0,2421.0,,24Gam Gem,Alhena,6.628528,16.399252,33.5121,-2.04,-66.92,-13.0,1.93,-0.696,A0IV,0.001,-5.266162,31.714389,9.461403,1.91e-06,-9.5e-06,-1.418e-05,1.735344593460758,0.2862209441734937,-9.8901991e-09,-3.24437315e-07,Gam,24.0,Gem,1,31601,,165.34840121711517,,,
32161,32246.0,48329.0,2473.0,,27Eps Gem,Mebsuta,6.732202,25.131124,259.0674,-5.93,-12.81,10.0,3.06,-4.007,A3mA6-A9,1.377,-44.684834,230.247724,110.023705,4.25e-06,1.722e-05,-1.022e-05,1.7624862964423016,0.43862086058447,-2.87494513e-08,-6.2104632e-08,Eps,27.0,Gem,1,32161,,3489.7956743787418,,,
32263,32349.0,48915.0,2491.0,Gl 244A,9Alp CMa,Sirius,6.752481,-16.716116,2.6371,-546.01,-1223.08,-9.4,-1.44,1.454,A0m...,0.009,-0.494323,2.476731,-0.758485,9.53e-06,-1.207e-05,-1.221e-05,1.7677953696021995,-0.291751258517685,-2.6471311772e-06,-5.929659164e-06,Alp,9.0,CMa,1,32263,Gl 244,22.824433121735037,,-1.333,-1.523
32276,32362.0,48737.0,2484.0,Gl 242,31Xi  Gem,Alzirr,6.754824,12.895591,17.9986,-115.16,-190.91,30.0,3.35,2.074,F5IV,0.443,-3.444569,17.203451,4.0169,3.25e-06,3.494e-05,-9.39e-06,1.768408782774948,0.2250705233692762,-5.583114345e-07,-9.25557797e-07,Xi,31.0,Gem,1,32276,,12.894366199598707,,,
33492,33579.0,52089.0,2618.0,,21Eps CMa,Adhara,6.977097,-28.972084,124.2236,2.63,2.29,27.0,1.5,-3.971,B2II,-0.211,-27.497987,105.141608,-60.171969,-7.81e-06,2.362e-05,-1.217e-05,1.8265996485677485,-0.5056582518554612,1.27505998e-08,1.1102233e-08,Eps,21.0,CMa,1,33492,,3375.981048554255,,,
33769,33856.0,52877.0,2646.0,,22Sig CMa,Unurgunite,7.028652,-27.93483,343.6426,-6.01,4.64,22.0,3.49,-4.191,K4III,1.729,-80.775471,292.659236,-160.9853,3.4e-06,2.532e-05,-3.71e-06,1.8400968600486056,-0.4875547651656525,-2.91373022e-08,2.2495354e-08,Sig,22.0,CMa,1,33769,,4134.281080471351,Sig,3.546,3.446
33956,34045.0,53244.0,2657.0,,23Gam CMa,Muliphein,7.062637,-15.633286,135.5014,-0.81,-11.2,32.0,4.11,-1.55,B8II,-0.112,-35.835279,125.471916,-36.514903,-7.6e-06,2.854e-05,-1.59e-05,1.8489940036388304,-0.2728523121174049,-3.9269908e-09,-5.4299132e-08,Gam,23.0,CMa,1,33956,,363.0780547701014,,,
34000,34088.0,52973.0,2650.0,,43Zet Gem,Mekbuda,7.068481,20.570297,421.9409,-5.72,-0.96,7.0,4.01,-4.116,G3Ibv SB,0.899,-109.067807,379.683873,148.25163,9.2e-06,1.034e-05,6.8e-07,1.850524028350753,0.3590194112756538,-2.77313425e-08,-4.654211e-09,Zet,43.0,Gem,1,34000,,3858.335599053513,Zet,4.172,3.702
34354,34444.0,54605.0,2693.0,,25Del CMa,Wezen,7.139857,-26.3932,492.6108,-2.75,3.33,34.0,1.83,-6.633,F8Ia,0.671,-129.733458,421.761488,-218.979855,-3.92e-06,3.508e-05,-8.33e-06,1.869210132341708,-0.4606482337374187,-1.33323762e-08,1.6144295e-08,Del,25.0,CMa,1,34354,,39192.2322454977,,,
35453,35550.0,56986.0,2777.0,Gl 271A,55Del Gem,Wasat,7.335383,21.98232,18.5391,-18.72,-7.76,-15.3,3.5,2.16,F0IV...,0.374,-5.888392,16.151258,6.939513,6.46e-06,-1.281e-05,-6.5e-06,1.9203987458751912,0.3836638698115162,-9.0757121e-08,-3.7621541e-08,Del,55.0,Gem,1,35453,Gl 271,11.912420080273744,,,
35806,35904.0,58350.0,2827.0,,31Eta CMa,Aludra,7.401584,-29.303104,609.7561,-3.76,6.66,41.0,2.45,-6.476,B5Ia,-0.083,-190.762166,496.337122,-298.432917,-6.2e-06,4.711e-05,-3.36e-06,1.9377301884962992,-0.5114356374748288,-1.82289944e-08,3.2288591e-08,Eta,31.0,CMa,1,35806,,33915.6386905822,Eta,2.509,2.409
36087,36188.0,58715.0,2845.0,,3Bet CMi,Gomeisa,7.452512,8.289315,49.5786,-50.28,-38.45,22.0,2.89,-0.586,B8Vvar,-0.097,-18.209817,45.556204,7.147858,2.46e-06,2.64e-05,-5.9e-06,1.9510630590622124,0.144675846904975,-2.437643186e-07,-1.8641086e-07,Bet,3.0,CMi,1,36087,,149.41699574067007,Bet,2.896,2.876
36107,36208.0,,,Gl 273,,Luyten's Star,7.456805,5.225785,3.8026,571.27,-3694.25,18.2,9.84,11.94,M5,1.573,-1.409549,3.514856,0.346358,-1.899e-05,1.905e-05,-6.612e-05,1.952186961957238,0.0912071574928112,2.7695951129e-06,-1.7910229393e-05,,,CMi,1,36107,,0.0014588142602753,,,
36744,36850.0,60179.0,2891.0,Gl 278A,66Alp Gem,Castor,7.576634,31.888276,15.5958,-206.33,-148.18,6.0,1.58,0.615,A2Vm,0.034,-5.311938,12.130011,8.238737,9.83e-06,1.645e-05,-6.27e-06,1.983558270234413,0.5565554130270287,-1.0003160671e-06,-7.18396911e-07,Alp,66.0,Gem,1,36744,Gl 278,49.43106869868354,,,
37159,37265.0,61110.0,2930.0,,71Omi Gem,Jishui,7.65276,34.584346,50.9944,-35.97,-118.03,7.0,4.89,1.352,F3III,0.413,-17.604251,38.11415,28.945417,-1.34e-06,2.411e-05,-1.996e-05,2.003487836109542,0.6036107060261138,-1.743874809e-07,-5.72225587e-07,Omi,71.0,Gem,1,37159,,25.07263624777119,,,
37173,37279.0,61421.0,2943.0,Gl 280A,10Alp CMi,Procyon,7.655033,5.224993,3.5142,-716.57,-1034.58,-4.0,0.4,2.671,F5IV-V,0.432,-1.469312,3.17617,0.320024,1.212e-05,2.89e-06,-1.792e-05,2.004083041242831,0.09119333187796,-3.4740293908e-06,-5.015785376e-06,Alp,10.0,CMi,1,37173,Gl 280,7.4404636619191935,,,
37718,37826.0,62509.0,2990.0,Gl 286,78Bet Gem,Pollux,7.755277,28.026199,10.3584,-625.69,-45.95,3.6,1.16,1.084,K0IIIvar,0.991,-4.055465,8.19518,4.867171,2.624e-05,1.782e-05,-3.1e-07,2.0303268874812184,0.4891494417459975,-3.0334307179e-06,-2.22771886e-07,Bet,78.0,Gem,1,37718,,32.09223768048434,,,
38062,38170.0,63700.0,3045.0,,7Xi  Pup,Azmidi,7.821571,-24.859786,367.6471,-5.56,-0.71,3.0,3.34,-4.487,G6Ia,1.218,-153.118527,296.362603,-154.558514,7.77e-06,6.55e-06,-2.44e-06,2.047682488138145,-0.4338851111190487,-2.69556406e-08,-3.442177e-09,Xi,7.0,Pup,1,38062,,5430.002130657378,,,
39318,39429.0,66811.0,3165.0,,Zet Pup,Naos,8.059737,-40.003148,332.2259,-30.82,16.77,-24.0,2.21,-5.397,O5IAf,-0.269,-130.674899,218.376203,-213.564535,4.333e-05,2.425e-05,3.647e-05,2.110034132578707,-0.6981866375965275,-1.494195763e-07,8.1303254e-08,Zet,,Pup,1,39318,,12554.51673687138,Zet,2.224,2.194
39644,39757.0,67523.0,3185.0,,15Rho Pup,Tureis,8.125737,-24.304324,19.4818,-83.29,46.38,46.0,2.83,1.382,F2mF5IIp,0.458,-9.379037,15.076242,-8.018549,-1.692e-05,4.209e-05,-1.537e-05,2.127312993738498,-0.4241904755048812,-4.038013145e-07,2.24856585e-07,Rho,15.0,Pup,1,39644,,24.389337302789126,Rho,2.875,2.775
40411,40526.0,69267.0,3249.0,,17Bet Cnc,Tarf,8.275256,9.185545,93.0233,-46.8,-48.65,22.0,3.53,-1.313,K4III,1.481,-51.522087,76.015371,14.84954,3.04e-06,3.313e-05,-1.807e-05,2.166456903687978,0.1603179982087687,-2.268928025e-07,-2.35861855e-07,Bet,17.0,Cnc,1,40411,,291.87708481971424,,,
40766,40881.0,70011.0,3268.0,,19Lam Cnc,Piautos,8.34226,24.022314,140.2525,-20.67,-17.84,23.0,5.92,0.185,B9.5V,-0.039,-73.723045,104.765465,57.095809,-3.71e-06,2.97e-05,-1.5e-06,2.183998647153857,0.41926846620585,-1.002109878e-07,-8.649076e-08,Lam,19.0,Cnc,1,40766,,73.45138681571152,,,
40921,41037.0,71129.0,3307.0,,Eps Car,Avior,8.375236,-59.509483,185.5288,-25.34,22.72,2.0,1.86,-4.482,K3III+B2V,1.196,-54.83708,76.515238,-159.872623,7.66e-06,2.843e-05,8.61e-06,2.192631676046867,-1.038636414190405,-1.228517867e-07,1.10149668e-07,Eps,,Car,1,40921,,5405.053537086696,,,
40959,41075.0,70272.0,3275.0,,31    Lyn,Alsciaukat,8.380588,43.188131,117.2333,-25.62,-99.44,24.0,4.25,-1.095,K5III,1.55,-49.889521,69.406143,80.234157,-2.12e-05,5.444e-05,-2.441e-05,2.194032684168932,0.7537750756361737,-1.24209265e-07,-4.82098723e-07,,31.0,Lyn,1,40959,,238.7811282913176,BN,4.265,4.235
41586,41704.0,71369.0,3323.0,,1Omi UMa,Muscida,8.504431,60.718169,54.9149,-134.31,-107.73,20.0,3.35,-0.348,G4II-III,0.856,-16.37548,21.290022,47.898272,6.99e-06,4.956e-05,3.81e-06,2.2264548414090246,1.0597319679644424,-6.511532544e-07,-5.22289778e-07,Omi,1.0,UMa,1,41586,,120.00518202042646,,,
42283,42402.0,73471.0,3418.0,,5Sig Hya,Minchir,8.645955,3.341435,114.2857,-19.03,-16.29,25.0,4.45,-0.84,K2III,1.216,-72.861703,87.795627,6.661268,-8.52e-06,2.678e-05,-7.52e-06,2.2635056987246203,0.058319044958705,-9.22600434e-08,-7.8976148e-08,Sig,5.0,Hya,1,42283,,188.7991349096293,,,
42437,42556.0,73731.0,3429.0,,41Eps Cnc,Meleph,8.67417,19.544808,179.8561,-33.74,-13.57,30.0,6.29,0.015,Am,0.17,-109.202884,129.624965,60.169858,1.32e-06,4.409e-05,-8.9e-07,2.270892450708812,0.34112124334436,-1.635761358e-07,-6.5789216e-08,Eps,41.0,Cnc,1,42437,,85.90135215053961,,,
42687,42806.0,74198.0,3449.0,,43Gam Cnc,Asellus Borealis,8.721431,21.468501,55.5556,-106.94,-39.25,29.0,4.66,0.936,A1IV,0.01,-33.797361,39.125009,20.33287,1.22e-06,4.264e-05,1.02e-06,2.2832652284771875,0.3746960219680212,-5.1845975e-07,-1.90289369e-07,Gam,43.0,Cnc,1,42687,,36.77900704223862,,,
42792,42911.0,74442.0,3461.0,,47Del Cnc,Asellus Australis,8.74475,18.154309,40.032,-17.1,-228.46,17.0,3.94,0.928,K0III,1.083,-25.041776,28.63397,12.473108,-1.747e-05,2.502e-05,-3.671e-05,2.2893702005975305,0.3168524594533274,-8.29031394e-08,-1.107605334e-06,Del,47.0,Cnc,1,42792,,37.05100563019239,,,
42794,42913.0,74956.0,3485.0,Gl 321.3A,Del Vel,Alsephina,8.745059,-54.708821,24.6975,28.78,-104.14,2.2,1.93,-0.033,A1V,0.043,-9.394033,10.739813,-20.158771,3.25e-06,-8.95e-06,-9.04e-06,2.289451210882051,-0.9548490567434526,1.395293773e-07,-5.04884966e-07,Del,,Vel,1,42794,Gl 321.3,89.78421709097269,Del,1.939,1.929
42990,43109.0,74874.0,3482.0,,11Eps Hya,Ashlesha,8.779587,6.418809,39.6354,-231.04,-40.17,36.0,3.38,0.39,G0III-IV,0.685,-26.198413,29.410867,4.431082,8.24e-06,5.749e-05,-3.55e-06,2.2984903710066336,0.1120293549405187,-1.1201135276e-06,-1.94749655e-07,Eps,11.0,Hya,1,42990,,60.81350012787179,Eps,3.39,3.37
43464,43587.0,75732.0,3522.0,Gl 324A,55Rho1Cnc,Copernicus,8.876625,28.330819,12.3411,-485.48,-234.4,27.2,5.96,5.503,G8V,0.869,-7.429298,7.925466,5.85673,-1.1e-07,4.258e-05,8.6e-07,2.323894965357257,0.4944660654714137,-2.3536734564e-06,-1.136403267e-06,Rho-1,55.0,Cnc,1,43464,Gl 324,0.5480245321768503,,,
43939,44066.0,76756.0,3572.0,,65Alp Cnc,Acubens,8.974784,11.857701,57.7367,41.45,-29.22,-14.0,4.26,0.453,A5m,0.141,-39.690103,40.217629,11.863811,4e-07,-1.693e-05,-1.095e-05,2.3495928613586177,0.2069559224526262,2.009552706e-07,-1.41662557e-07,Alp,65.0,Cnc,1,43939,,57.385213267461886,,,
44000,44127.0,76644.0,3569.0,Gl 331A,9Iot UMa,Talitha,8.986828,48.041826,14.5096,-441.12,-215.21,9.0,3.12,2.312,A7IV,0.223,-6.835882,6.883318,10.789878,9.75e-06,3.422e-05,-3.28e-06,2.352746110161558,0.8384880495341912,-2.1386101077e-06,-1.043367521e-06,Iot,9.0,UMa,1,44000,Gl 331,10.35618977044986,,,
44135,44263.0,,,Gl 333.2B,,Ross 687,9.013981,5.241545,20.9424,-247.74,-207.77,-37.1,12.37,10.765,M4,1.455,-14.80023,14.692285,1.913156,4.317e-05,-7.41e-06,-2.447e-05,2.359854601572643,0.09148221714789,-1.2010774122e-06,-1.007297384e-06,,,Hya,2,44135,Gl 333.2,0.0043052661049171,,12.706,12.196
44343,44471.0,77327.0,3594.0,,12Kap UMa,Alkaphrah,9.060427,47.156525,109.8901,-37.37,-55.39,4.0,3.57,-1.635,A1Vn,0.007,-53.667801,51.996165,80.572997,-3.68e-06,3.129e-05,-1.707e-05,2.372014221719866,0.8230366182899013,-1.811748724e-07,-2.68538297e-07,Kap,12.0,UMa,1,44343,,392.6449353995997,,,
44689,44816.0,78647.0,3634.0,,Lam Vel,Suhail,9.133268,-43.432589,166.9449,-23.21,14.28,18.0,2.23,-3.883,K4Ib-II,1.665,-88.662596,82.682121,-114.774841,-2.78e-06,2.827e-05,-4.26e-06,2.3910838764040165,-0.7580416852253112,-1.125252553e-07,6.9231393e-08,Lam,,Vel,1,44689,,3113.149665447025,Lam,2.272,2.182
44819,44946.0,78515.0,3627.0,,77Xi  Cnc,Nahn,9.155982,22.045446,114.4165,-0.48,-0.7,-7.0,5.16,-0.132,K0III,0.97,-77.988303,71.865489,42.945282,4.95e-06,-4.2e-06,-3.05e-06,2.3970303646378253,0.3847656093051687,-2.3271057e-09,-3.393695e-09,Xi,77.0,Cnc,1,44819,,98.35580562269574,,,
45106,45238.0,80007.0,3685.0,,Bet Car,Miaplacidus,9.220041,-69.717208,34.6981,-157.66,108.91,-5.0,1.67,-1.032,A2IV,0.07,-8.980712,8.001552,-32.546536,6.13e-06,3.005e-05,1.115e-05,2.413801172874073,-1.2167948189074338,-7.643572488e-07,5.28010579e-07,Bet,,Car,1,45106,,225.32013356294823,,,
45425,45556.0,80404.0,3699.0,,Iot Car,Aspidiske,9.284838,-59.275229,234.7418,-19.03,13.11,13.0,2.21,-4.643,A8Ib,0.189,-90.887872,78.251756,-201.791538,-7.4e-07,2.921e-05,-3.81e-06,2.43076493672462,-1.0345479138581113,-9.22600434e-08,6.3559073e-08,Iot,,Car,1,45425,,6269.024974761646,,,
45809,45941.0,81188.0,3734.0,,Kap Vel,Markeb,9.368562,-55.010668,175.4386,-10.72,11.24,22.0,2.47,-3.751,B2IV,-0.141,-77.65777,63.951481,-143.729782,-1.021e-05,2.022e-05,-1.295e-05,2.4526837752447674,-0.9601172781857512,-5.19720266e-08,5.4493057e-08,Kap,,Vel,1,45809,,2756.7666102901003,,,
46259,46390.0,81797.0,3748.0,,30Alp Hya,Alphard,9.45979,-8.658603,55.2792,-14.49,33.25,-4.0,1.99,-1.723,K3III,1.44,-43.003468,33.722848,-8.322089,4.52e-06,1.39e-06,9.42e-06,2.4765671803168545,-0.151121122495205,-7.02495023e-08,1.61200548e-07,Alp,30.0,Hya,1,46259,,425.7944535825967,,,
